"","X.miRNA","read_count","precursor","total","XmiRNA1","XmiRNA2","XmiRNA3","XmiRNA4","XmiRNA5","XmiRNA6","XmiRNA7","XmiRNA8","XmiRNA9","XmiRNA10","XmiRNA11","XmiRNA12","XmiRNA13","XmiRNA14","XmiRNA15","XmiRNA16","XmiRNA17","XmiRNA18","XmiRNA19","XmiRNA20","XmiRNA21","XmiRNA22","XmiRNA23","XmiRNA24","XmiRNA25","XmiRNA26","XmiRNA27","XmiRNA28","XmiRNA29","XmiRNA30","XmiRNA31","XmiRNA32","XmiRNA33","XmiRNA34","XmiRNA35","XmiRNA36","XmiRNA37","XmiRNA38","XmiRNA39","XmiRNA40","XmiRNA41","XmiRNA42","XmiRNA43","XmiRNA44","XmiRNA45","XmiRNA46","X10miRNA1.norm.","XmiRNA2.norm.","XmiRNA3.norm.","XmiRNA4.norm.","XmiRNA5.norm.","XmiRNA6.norm.","XmiRNA7.norm.","XmiRNA8.norm.","XmiRNA9.norm.","XmiRNA10.norm.","XmiRNA11.norm.","XmiRNA12.norm.","XmiRNA13.norm.","XmiRNA14.norm.","XmiRNA15.norm.","XmiRNA16.norm.","XmiRNA17.norm.","XmiRNA18.norm.","XmiRNA19.norm.","XmiRNA20.norm.","XmiRNA21.norm.","XmiRNA22.norm.","XmiRNA23.norm.","XmiRNA24.norm.","XmiRNA25.norm.","XmiRNA26.norm.","XmiRNA27.norm.","XmiRNA28.norm.","XmiRNA29.norm.","XmiRNA30.norm.","XmiRNA31.norm.","XmiRNA32.norm.","XmiRNA33.norm.","XmiRNA34.norm.","XmiRNA35.norm.","XmiRNA36.norm.","XmiRNA37.norm.","XmiRNA38.norm.","XmiRNA39.norm.","XmiRNA40.norm.","XmiRNA41.norm.","XmiRNA42.norm.","XmiRNA43.norm.","XmiRNA44.norm.","XmiRNA45.norm.","XmiRNA46.norm."
"1480","hsa-miR-6824-5p",22,"hsa-mir-6824",22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1481","hsa-miR-6825-5p",55,"hsa-mir-6825",55,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0
"1482","hsa-miR-6826-5p",106,"hsa-mir-6826",106,0,0,0,0,4,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1.16,0,25.64,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,4.15,0,0,0,0.48,0,0,0,4.47,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14
"1483","hsa-miR-6827-5p",71,"hsa-mir-6827",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0,5.83,0,0,0,0,0
"1484","hsa-miR-6827-3p",38,"hsa-mir-6827",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66
"1485","hsa-miR-6828-5p",21,"hsa-mir-6828",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1486","hsa-miR-6828-3p",1,"hsa-mir-6828",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0
"1487","hsa-miR-6829-5p",0,"hsa-mir-6829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1488","hsa-miR-6830-5p",0,"hsa-mir-6830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1489","hsa-miR-6831-5p",19,"hsa-mir-6831",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1490","hsa-miR-6832-5p",45,"hsa-mir-6832",45,0,0,0,0,5,0,0,0,0,0,0,0,7,5,0,0,17,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0.92,4.86,0,0,2.03,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1491","hsa-miR-6833-5p",25,"hsa-mir-6833",25,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1492","hsa-miR-6834-5p",0,"hsa-mir-6834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1493","hsa-miR-6835-5p",0,"hsa-mir-6835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1494","hsa-miR-6836-5p",208,"hsa-mir-6836",208,0,0,0,0,0,0,0,41,0,0,0,37,8,0,0,0,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,66,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5.12,0,0,0,11.07,1.05,0,0,0,1.43,0,0,0,0,2.48,0,0,0,0,0,0,0,0,0,5.58,0,0,0,0,0.68,0,0,0,0,0,0,0,0,3.24
"1495","hsa-miR-6837-5p",486,"hsa-mir-6837",486,21,14,0,21,0,0,0,28,29,0,0,22,14,0,0,36,0,0,32,0,8,29,53,10,0,13,4,0,0,0,26,20,0,0,0,25,21,53,0,0,0,7,0,0,0,0,5.23,5.87,0,13.28,0,0,0,3.49,6.56,0,0,6.58,1.84,0,0,6.59,0,0,4.89,0,1.73,3.12,22.02,8.42,0,4.08,1.92,0,0,0,6.11,1.69,0,0,0,19.52,4.78,8.46,0,0,0,2.02,0,0,0,0
"1496","hsa-miR-6838-5p",9,"hsa-mir-6838",9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1497","hsa-miR-6838-3p",1,"hsa-mir-6838",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18
"1498","hsa-miR-6839-5p",14,"hsa-mir-6839",14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1499","hsa-miR-6840-5p",6,"hsa-mir-6840",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500","hsa-miR-6841-5p",0,"hsa-mir-6841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1501","hsa-miR-6842-5p",2623,"hsa-mir-6842",2623,65,48,2,23,67,84,0,83,1,130,0,28,53,54,216,8,3,0,93,0,30,186,72,4,71,67,8,26,112,0,13,29,14,115,85,31,203,51,120,25,99,117,48,37,94,8,16.2,20.13,0.86,14.55,19.45,30.9,0,10.36,0.23,42.2,0,8.38,6.96,52.47,43.75,1.46,0.36,0,14.2,0,6.48,20.04,29.91,3.37,13.62,21.03,3.83,6.87,41.31,0,3.06,2.45,9.46,43.9,23.12,24.2,46.22,8.14,29.43,8.33,15.18,33.72,140.79,35.26,26.67,1.44
"1502","hsa-miR-6845-5p",67,"hsa-mir-6845",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.22,0,0,0,0,0,0,0,0,0,0,0
"1503","hsa-miR-6846-5p",7,"hsa-mir-6846",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1504","hsa-miR-6846-3p",11,"hsa-mir-6846",11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1505","hsa-miR-6847-5p",106,"hsa-mir-6847",106,13,0,0,0,0,27,0,22,0,0,0,13,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3.24,0,0,0,0,9.93,0,2.75,0,0,0,3.89,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0
"1506","hsa-miR-6848-5p",99,"hsa-mir-6848",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,36,0,0,6,0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11,0,0,0,0,0,0,0,0,0,0.26,13.28,0,0,0.51,0,0,0,0,0,0,1.47,0,0,4.61,0,0,0,0
"1507","hsa-miR-6849-5p",0,"hsa-mir-6849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1508","hsa-miR-6850-5p",2553,"hsa-mir-6850",2553,0,0,10,61,0,63,0,179,164,0,1,0,0,18,112,41,57,0,65,179,25,83,94,27,42,52,18,34,111,69,0,231,62,126,119,1,96,51,0,59,0,139,60,1,0,103,0,0,4.28,38.58,0,23.17,0,22.34,37.08,0,0.78,0,0,17.49,22.69,7.51,6.8,0,9.93,115.59,5.4,8.94,39.05,22.74,8.06,16.32,8.62,8.99,40.94,119.6,0,19.51,41.87,48.09,32.36,0.78,21.86,8.14,0,19.65,0,40.06,175.99,0.95,0,18.55
"1509","hsa-miR-6850-3p",0,"hsa-mir-6850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1510","hsa-miR-6851-5p",11,"hsa-mir-6851",11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1511","hsa-miR-6852-5p",7606,"hsa-mir-6852",7606,127,54,101,0,676,271,1,518,435,251,3,296,107,76,266,78,116,90,220,0,170,776,93,15,186,224,32,48,120,41,72,0,265,247,53,315,170,63,79,347,66,0,14,25,499,0,31.66,22.64,43.27,0,196.28,99.68,0.71,64.64,98.36,81.48,2.33,88.56,14.06,73.84,53.88,14.28,13.84,24.12,33.59,0,36.73,83.61,38.64,12.63,35.69,70.32,15.33,12.69,44.26,71.06,16.92,0,178.97,94.28,14.41,245.94,38.71,10.06,19.37,115.58,10.12,0,41.06,23.83,141.57,0
"1512","hsa-miR-6852-3p",74,"hsa-mir-6852",74,12,16,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,23,1,2.99,6.71,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6.53,0.18
"1513","hsa-miR-6853-5p",0,"hsa-mir-6853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1514","hsa-miR-6854-5p",10,"hsa-mir-6854",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0
"1515","hsa-miR-6855-5p",219,"hsa-mir-6855",219,0,0,0,33,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,37,0,0,0,0,0,0,0,0,0,28,0,3,0,6,0,33,0,32,0,0,0,20.87,7.26,0,0.71,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,0,2.11,0,0,9.78,0,0,0,0,0,0,0,0,0,4.47,0,1,0,1.73,0,31.45,0,5.76
"1516","hsa-miR-6856-5p",2,"hsa-mir-6856",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.29,0,0,0,0
"1517","hsa-miR-6857-5p",27,"hsa-mir-6857",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86
"1518","hsa-miR-6858-5p",73,"hsa-mir-6858",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79,0,8.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1519","hsa-miR-6859-5p",136,"hsa-mir-6859-1",136,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,36,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,0,0,0,0,0,0,0,0,0,6.15,0,8.83,0,3.07,0,0,0,0,0
"1520","hsa-miR-6859-5p",136,"hsa-mir-6859-2",136,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,36,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,0,0,0,0,0,0,0,0,0,6.15,0,8.83,0,3.07,0,0,0,0,0
"1521","hsa-miR-6859-5p",136,"hsa-mir-6859-3",136,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,36,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,0,0,0,0,0,0,0,0,0,6.15,0,8.83,0,3.07,0,0,0,0,0
"1522","hsa-miR-6859-5p",136,"hsa-mir-6859-4",136,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,36,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.89,0,0,0,0,0,0,0,0,0,6.15,0,8.83,0,3.07,0,0,0,0,0
"1523","hsa-miR-6861-5p",0,"hsa-mir-6861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1524","hsa-miR-6861-3p",15,"hsa-mir-6861",15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0
"1525","hsa-miR-6862-5p",78,"hsa-mir-6862-1",78,0,8,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,2.03,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0.76,0,0,0,14.05,0,0,0,0,0,0,0,0,0,0
"1526","hsa-miR-6862-5p",78,"hsa-mir-6862-2",78,0,8,0,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,2.03,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0.76,0,0,0,14.05,0,0,0,0,0,0,0,0,0,0
"1527","hsa-miR-6864-5p",35,"hsa-mir-6864",35,0,0,0,0,10,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,5.43,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1528","hsa-miR-6865-5p",11,"hsa-mir-6865",11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1529","hsa-miR-6865-3p",17,"hsa-mir-6865",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1530","hsa-miR-6866-5p",62,"hsa-mir-6866",62,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.76,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0.18
"1531","hsa-miR-6867-5p",3,"hsa-mir-6867",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"1532","hsa-miR-6868-5p",0,"hsa-mir-6868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1533","hsa-miR-6868-3p",70,"hsa-mir-6868",70,4,5,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5,1,2.1,0,0,0,0,0,0,0,0,0,6.28,0.26,0,0,0,0,0,0,0,0,0,2.08,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0.9
"1534","hsa-miR-6869-5p",668,"hsa-mir-6869",668,0,0,0,0,33,146,0,0,0,21,0,0,0,1,162,0,0,0,36,0,19,2,0,8,4,23,13,0,17,29,0,0,51,0,0,0,37,0,9,7,14,18,1,0,0,17,0,0,0,0,9.58,53.7,0,0,0,6.82,0,0,0,0.97,32.81,0,0,0,5.5,0,4.1,0.22,0,6.74,0.77,7.22,6.23,0,6.27,50.27,0,0,34.44,0,0,0,8.42,0,2.21,2.33,2.15,5.19,2.93,0,0,3.06
"1535","hsa-miR-6869-3p",0,"hsa-mir-6869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1536","hsa-miR-6870-5p",0,"hsa-mir-6870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
